id,factor,trick,background,plain_query,plain_truth,trap_query,trap_truth,twin_query,twin_truth,absent_query,absent_truth,label_ok (fill in)
regi-doma-5,region_focus,domain,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""basic-consequence""]}",Focus on non-coding regulatory elements. So I've got constitutional copy-number changes and other large SVs from human donors. All I really want is to know what each one hits.,['regulatory-noncoding'],Deep intronic variants within a protein-coding gene's locus. So I've got constitutional copy-number changes and other large SVs from human donors. All I really want is to know what each one hits.,['regulatory-noncoding'],Exonic variants within a protein-coding gene's locus. So I've got constitutional copy-number changes and other large SVs from human donors. All I really want is to know what each one hits.,['coding'],So I've got constitutional copy-number changes and other large SVs from human donors. All I really want is to know what each one hits.,[],
regi-doma-6,region_focus,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""analysis_goal"": [""clinical-interpretation""]}",So I've got acquired somatic CNVs and some big deletions from human donors. They're in regulatory regions. The goal is clinical interpretation.,['regulatory-noncoding'],"So I've got acquired somatic CNVs and some big deletions from human donors. Variants in microRNA genes, which are transcribed but never translated. The goal is clinical interpretation.",['regulatory-noncoding'],So I've got acquired somatic CNVs and some big deletions from human donors. Variants in genes that are transcribed and translated into protein. The goal is clinical interpretation.,['coding'],So I've got acquired somatic CNVs and some big deletions from human donors. The goal is clinical interpretation.,[],
anal-nega-1,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Only the basic consequence types, please. We have inherited point mutations and a few short indels from Homo sapiens samples, mostly in protein-coding regions.",['basic-consequence'],"No clinical question here, I just want to know which genes and transcripts they hit. We have inherited point mutations and a few short indels from Homo sapiens samples, mostly in protein-coding regions.",['basic-consequence'],"A clinical question here, not just which genes and transcripts they hit. We have inherited point mutations and a few short indels from Homo sapiens samples, mostly in protein-coding regions.",['clinical-interpretation'],"We have inherited point mutations and a few short indels from Homo sapiens samples, mostly in protein-coding regions.",[],
anal-nega-2,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","I'm working with somatic point mutations and a few short indels from human samples, mostly in regulatory regions. Just tell me what each one hits.",['basic-consequence'],"I'm working with somatic point mutations and a few short indels from human samples, mostly in regulatory regions. Frequencies don't matter for this, just the consequence of each variant.",['basic-consequence'],"I'm working with somatic point mutations and a few short indels from human samples, mostly in regulatory regions. Only frequencies matter for this, not the consequence of each variant.",['population-frequency'],"I'm working with somatic point mutations and a few short indels from human samples, mostly in regulatory regions.",[],
anal-nega-3,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Hi, we called inherited point mutations and a few short indels from Homo sapiens samples, and I only care about the non-coding regulatory ones. The aim is pathogenicity assessment.",['clinical-interpretation'],"Hi, we called inherited point mutations and a few short indels from Homo sapiens samples, and I only care about the non-coding regulatory ones. Not a quick consequence lookup; I need to know which are disease-causing.",['clinical-interpretation'],"Hi, we called inherited point mutations and a few short indels from Homo sapiens samples, and I only care about the non-coding regulatory ones. A quick consequence lookup; I don't need to know which are disease-causing.",['basic-consequence'],"Hi, we called inherited point mutations and a few short indels from Homo sapiens samples, and I only care about the non-coding regulatory ones.",[],
anal-nega-4,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","I need clinical interpretation. Basically we have tumour-derived somatic point mutations and a few short indels from human samples, and I only care about the ones in coding sequence.",['clinical-interpretation'],"Not after population frequencies; the question is whether any are pathogenic. Basically we have tumour-derived somatic point mutations and a few short indels from human samples, and I only care about the ones in coding sequence.",['clinical-interpretation'],"After population frequencies; the question is not whether any are pathogenic. Basically we have tumour-derived somatic point mutations and a few short indels from human samples, and I only care about the ones in coding sequence.",['population-frequency'],"Basically we have tumour-derived somatic point mutations and a few short indels from human samples, and I only care about the ones in coding sequence.",[],
anal-nega-5,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""]}","I'm trying to annotate germline CNVs and some big deletions from human donors, and they're mostly in promoters and enhancers. I want population allele frequencies.",['population-frequency'],"I'm trying to annotate germline CNVs and some big deletions from human donors, and they're mostly in promoters and enhancers. We're not diagnosing anyone; we want allele frequencies across ancestries.",['population-frequency'],"I'm trying to annotate germline CNVs and some big deletions from human donors, and they're mostly in promoters and enhancers. We're diagnosing someone; we don't want allele frequencies across ancestries.",['clinical-interpretation'],"I'm trying to annotate germline CNVs and some big deletions from human donors, and they're mostly in promoters and enhancers.",[],
anal-nega-6,analysis_goal,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""]}","We have tumour-derived somatic structural variants from human donors, and they're mostly in coding exons. The aim is frequency lookup across populations.",['population-frequency'],"We have tumour-derived somatic structural variants from human donors, and they're mostly in coding exons. Not just what they hit: how common each one is in gnomAD populations.",['population-frequency'],"We have tumour-derived somatic structural variants from human donors, and they're mostly in coding exons. Just what they hit, not how common each one is in gnomAD populations.",['basic-consequence'],"We have tumour-derived somatic structural variants from human donors, and they're mostly in coding exons.",[],
anal-word-1,analysis_goal,word_sense,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Only the basic consequence types, please. We have acquired somatic point mutations and a few short indels from our chicken samples, mostly in regulatory regions.",['basic-consequence'],"Run it with clinical precision please, just the consequence types. We have acquired somatic point mutations and a few short indels from our chicken samples, mostly in regulatory regions.",['basic-consequence'],"Run a clinical interpretation please, not just the consequence types. We have acquired somatic point mutations and a few short indels from our chicken samples, mostly in regulatory regions.",['clinical-interpretation'],"We have acquired somatic point mutations and a few short indels from our chicken samples, mostly in regulatory regions.",[],
anal-word-2,analysis_goal,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","I'm trying to annotate inherited single-nucleotide changes from Homo sapiens samples, and I only care about the ones in coding sequence. I just want the consequence of each variant.",['basic-consequence'],"I'm trying to annotate inherited single-nucleotide changes from Homo sapiens samples, and I only care about the ones in coding sequence. Our growing lab population needs a quick answer: which transcripts are hit.",['basic-consequence'],"I'm trying to annotate inherited single-nucleotide changes from Homo sapiens samples, and I only care about the ones in coding sequence. Our population study needs frequencies, not which transcripts are hit.",['population-frequency'],"I'm trying to annotate inherited single-nucleotide changes from Homo sapiens samples, and I only care about the ones in coding sequence.",[],
anal-word-3,analysis_goal,word_sense,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Basically we have germline single-nucleotide changes from cattle tissue, mostly in protein-coding regions. The aim is pathogenicity assessment.",['clinical-interpretation'],"Basically we have germline single-nucleotide changes from cattle tissue, mostly in protein-coding regions. Basic question maybe, but are any of these pathogenic?",['clinical-interpretation'],"Basically we have germline single-nucleotide changes from cattle tissue, mostly in protein-coding regions. Basic question: what consequence does each have, nothing about pathogenicity.",['basic-consequence'],"Basically we have germline single-nucleotide changes from cattle tissue, mostly in protein-coding regions.",[],
anal-word-4,analysis_goal,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","The aim is pathogenicity assessment. Our lab just got back acquired somatic SNVs and small indels from human donors, and I only care about the non-coding regulatory ones.",['clinical-interpretation'],"Common sense says check which ones could cause the disease. Our lab just got back acquired somatic SNVs and small indels from human donors, and I only care about the non-coding regulatory ones.",['clinical-interpretation'],"Check how common they are in populations, not whether they cause disease. Our lab just got back acquired somatic SNVs and small indels from human donors, and I only care about the non-coding regulatory ones.",['population-frequency'],"Our lab just got back acquired somatic SNVs and small indels from human donors, and I only care about the non-coding regulatory ones.",[],
anal-word-5,analysis_goal,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","I've got a VCF of constitutional single-nucleotide changes from human samples, mostly in regulatory regions. I want population allele frequencies.",['population-frequency'],"I've got a VCF of constitutional single-nucleotide changes from human samples, mostly in regulatory regions. I'm pathologically curious how frequent these are across populations.",['population-frequency'],"I've got a VCF of constitutional single-nucleotide changes from human samples, mostly in regulatory regions. I want the pathology read: are these disease-causing, not how frequent they are.",['clinical-interpretation'],"I've got a VCF of constitutional single-nucleotide changes from human samples, mostly in regulatory regions.",[],
anal-word-6,analysis_goal,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","We have somatic single-nucleotide changes from human donors, and I only care about the ones in coding sequence. Show me how common they are in populations.",['population-frequency'],"We have somatic single-nucleotide changes from human donors, and I only care about the ones in coding sequence. As a consequence of reviewer 2, we need allele frequencies in each population.",['population-frequency'],"We have somatic single-nucleotide changes from human donors, and I only care about the ones in coding sequence. We need the consequence of each variant, not allele frequencies.",['basic-consequence'],"We have somatic single-nucleotide changes from human donors, and I only care about the ones in coding sequence.",[],
anal-tool-1,analysis_goal,tool_name,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","So I've got germline single-nucleotide changes from cattle tissue, mostly in regulatory regions. Only the basic consequence types, please.",['basic-consequence'],"So I've got germline single-nucleotide changes from cattle tissue, mostly in regulatory regions. ClinVar is bookmarked but not needed; just the consequence per transcript.",['basic-consequence'],"So I've got germline single-nucleotide changes from cattle tissue, mostly in regulatory regions. ClinVar significance is needed, not just the consequence per transcript.",['clinical-interpretation'],"So I've got germline single-nucleotide changes from cattle tissue, mostly in regulatory regions.",[],
anal-tool-2,analysis_goal,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""]}","I've got a VCF of somatic copy-number changes and other large SVs from Homo sapiens samples, and I only care about the non-coding regulatory ones. I just want the consequence of each variant.",['basic-consequence'],"I've got a VCF of somatic copy-number changes and other large SVs from Homo sapiens samples, and I only care about the non-coding regulatory ones. gnomAD is down anyway; I only want what each variant hits.",['basic-consequence'],"I've got a VCF of somatic copy-number changes and other large SVs from Homo sapiens samples, and I only care about the non-coding regulatory ones. I only want the gnomAD frequencies, not what each variant hits.",['population-frequency'],"I've got a VCF of somatic copy-number changes and other large SVs from Homo sapiens samples, and I only care about the non-coding regulatory ones.",[],
anal-tool-3,analysis_goal,tool_name,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","We have acquired somatic single-nucleotide changes from mouse tissue, mostly in protein-coding regions. The aim is pathogenicity assessment.",['clinical-interpretation'],"We have acquired somatic single-nucleotide changes from mouse tissue, mostly in protein-coding regions. SnpEff gave us consequences already; now we need to know which are pathogenic.",['clinical-interpretation'],"We have acquired somatic single-nucleotide changes from mouse tissue, mostly in protein-coding regions. We need SnpEff-style consequences, nothing about pathogenicity.",['basic-consequence'],"We have acquired somatic single-nucleotide changes from mouse tissue, mostly in protein-coding regions.",[],
anal-tool-4,analysis_goal,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""]}","The aim is pathogenicity assessment. I've got a VCF of inherited structural variants from Homo sapiens samples, and I only care about the ones in coding sequence.",['clinical-interpretation'],"The 1000 Genomes browser tab was left open by accident; the aim is pathogenicity. I've got a VCF of inherited structural variants from Homo sapiens samples, and I only care about the ones in coding sequence.",['clinical-interpretation'],"The aim is 1000 Genomes allele frequencies, not pathogenicity. I've got a VCF of inherited structural variants from Homo sapiens samples, and I only care about the ones in coding sequence.",['population-frequency'],"I've got a VCF of inherited structural variants from Homo sapiens samples, and I only care about the ones in coding sequence.",[],
anal-tool-5,analysis_goal,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","So I've got inherited SNVs and small indels from human samples, mostly in protein-coding regions. I want population allele frequencies.",['population-frequency'],"So I've got inherited SNVs and small indels from human samples, mostly in protein-coding regions. OMIM is on the reading list, but this analysis is about allele frequencies across populations.",['population-frequency'],"So I've got inherited SNVs and small indels from human samples, mostly in protein-coding regions. This analysis is about OMIM disease links, not allele frequencies.",['clinical-interpretation'],"So I've got inherited SNVs and small indels from human samples, mostly in protein-coding regions.",[],
anal-tool-6,analysis_goal,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Show me how common they are in populations. Basically we have constitutional point mutations and a few short indels from human samples, and I only care about the non-coding regulatory ones.",['population-frequency'],"The Sequence Ontology poster is on our wall; what we need is population allele frequencies. Basically we have constitutional point mutations and a few short indels from human samples, and I only care about the non-coding regulatory ones.",['population-frequency'],"What we need is Sequence Ontology consequence terms, not population allele frequencies. Basically we have constitutional point mutations and a few short indels from human samples, and I only care about the non-coding regulatory ones.",['basic-consequence'],"Basically we have constitutional point mutations and a few short indels from human samples, and I only care about the non-coding regulatory ones.",[],
anal-atta-1,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""]}","Only the basic consequence types, please. I've got a VCF of somatic CNVs and some big deletions from human donors, and they're mostly in coding exons.",['basic-consequence'],"The clinical team will interpret later; from me they just want the consequence types. I've got a VCF of somatic CNVs and some big deletions from human donors, and they're mostly in coding exons.",['basic-consequence'],"The clinical team wants me to interpret pathogenicity, not just the consequence types. I've got a VCF of somatic CNVs and some big deletions from human donors, and they're mostly in coding exons.",['clinical-interpretation'],"I've got a VCF of somatic CNVs and some big deletions from human donors, and they're mostly in coding exons.",[],
anal-atta-2,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""]}","Our lab just got back germline CNVs and some big deletions from Homo sapiens samples, mostly in regulatory regions. I just want the consequence of each variant.",['basic-consequence'],"Our lab just got back germline CNVs and some big deletions from Homo sapiens samples, mostly in regulatory regions. A population geneticist will do frequencies afterwards; my part is only which genes are hit.",['basic-consequence'],"Our lab just got back germline CNVs and some big deletions from Homo sapiens samples, mostly in regulatory regions. My part is the population frequencies, not which genes are hit.",['population-frequency'],"Our lab just got back germline CNVs and some big deletions from Homo sapiens samples, mostly in regulatory regions.",[],
anal-atta-3,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Hi, we called acquired somatic SNVs and small indels from Homo sapiens samples, and they're mostly in promoters and enhancers. I want to know which are pathogenic.",['clinical-interpretation'],"Hi, we called acquired somatic SNVs and small indels from Homo sapiens samples, and they're mostly in promoters and enhancers. The first-year student did the quick consequence pass; I need to decide which are pathogenic.",['clinical-interpretation'],"Hi, we called acquired somatic SNVs and small indels from Homo sapiens samples, and they're mostly in promoters and enhancers. I need the quick consequence pass; the pathogenicity decision is someone else's.",['basic-consequence'],"Hi, we called acquired somatic SNVs and small indels from Homo sapiens samples, and they're mostly in promoters and enhancers.",[],
anal-atta-4,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""]}","We have somatic structural variants from human samples, and they're mostly in promoters and enhancers. I need clinical interpretation.",['clinical-interpretation'],"We have somatic structural variants from human samples, and they're mostly in promoters and enhancers. Last year's paper reported the allele frequencies; this year we assess pathogenicity.",['clinical-interpretation'],"We have somatic structural variants from human samples, and they're mostly in promoters and enhancers. This year we report the allele frequencies; pathogenicity was last year's paper.",['population-frequency'],"We have somatic structural variants from human samples, and they're mostly in promoters and enhancers.",[],
anal-atta-5,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","I've got a VCF of somatic single-nucleotide changes from human samples, and I only care about the ones in coding sequence. The aim is frequency lookup across populations.",['population-frequency'],"I've got a VCF of somatic single-nucleotide changes from human samples, and I only care about the ones in coding sequence. The diagnosis was made elsewhere; our job is frequency across populations.",['population-frequency'],"I've got a VCF of somatic single-nucleotide changes from human samples, and I only care about the ones in coding sequence. Our job is the diagnosis; frequency across populations was done elsewhere.",['clinical-interpretation'],"I've got a VCF of somatic single-nucleotide changes from human samples, and I only care about the ones in coding sequence.",[],
anal-atta-6,analysis_goal,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""]}","We have inherited structural variants from human donors, and they're mostly in coding exons. The aim is frequency lookup across populations.",['population-frequency'],"We have inherited structural variants from human donors, and they're mostly in coding exons. The consequences were annotated in a previous release; we now need population frequencies.",['population-frequency'],"We have inherited structural variants from human donors, and they're mostly in coding exons. We now need the consequences; population frequencies were done in a previous release.",['basic-consequence'],"We have inherited structural variants from human donors, and they're mostly in coding exons.",[],
anal-doma-1,analysis_goal,domain,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Our lab just got back germline point mutations and a few short indels from dog tissue, mostly in protein-coding regions. Just tell me what each one hits.",['basic-consequence'],"Our lab just got back germline point mutations and a few short indels from dog tissue, mostly in protein-coding regions. These disease genes are for a teaching exercise: students just label each variant's consequence.",['basic-consequence'],"Our lab just got back germline point mutations and a few short indels from dog tissue, mostly in protein-coding regions. These disease genes are for a diagnosis: which variants are pathogenic?",['clinical-interpretation'],"Our lab just got back germline point mutations and a few short indels from dog tissue, mostly in protein-coding regions.",[],
anal-doma-2,analysis_goal,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""]}","So I've got somatic structural variants from human donors, mostly in protein-coding regions. I just want the consequence of each variant.",['basic-consequence'],"So I've got somatic structural variants from human donors, mostly in protein-coding regions. Variants from a population cohort, but all I need is the consequence class for each.",['basic-consequence'],"So I've got somatic structural variants from human donors, mostly in protein-coding regions. Variants from a population cohort, and all I need is how frequent each is.",['population-frequency'],"So I've got somatic structural variants from human donors, mostly in protein-coding regions.",[],
anal-doma-3,analysis_goal,domain,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","I'm working with tumour-derived somatic SNVs and small indels from our zebrafish samples, and they're mostly in promoters and enhancers. The aim is pathogenicity assessment.",['clinical-interpretation'],"I'm working with tumour-derived somatic SNVs and small indels from our zebrafish samples, and they're mostly in promoters and enhancers. Just one question about these variants: could any explain the seizure phenotype?",['clinical-interpretation'],"I'm working with tumour-derived somatic SNVs and small indels from our zebrafish samples, and they're mostly in promoters and enhancers. Just one question about these variants: what consequence does each have?",['basic-consequence'],"I'm working with tumour-derived somatic SNVs and small indels from our zebrafish samples, and they're mostly in promoters and enhancers.",[],
anal-doma-4,analysis_goal,domain,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""]}","The aim is pathogenicity assessment. I'm working with inherited structural variants from human samples, and they're mostly in promoters and enhancers.",['clinical-interpretation'],"The variant is common in one ancestry; is it benign or pathogenic in our case? I'm working with inherited structural variants from human samples, and they're mostly in promoters and enhancers.",['clinical-interpretation'],"How common is the variant in each ancestry? I'm working with inherited structural variants from human samples, and they're mostly in promoters and enhancers.",['population-frequency'],"I'm working with inherited structural variants from human samples, and they're mostly in promoters and enhancers.",[],
anal-doma-5,analysis_goal,domain,"{""species"": ""human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""]}","Hi, we called germline point mutations and a few short indels from human samples, and they're mostly in promoters and enhancers. I want population allele frequencies.",['population-frequency'],"Hi, we called germline point mutations and a few short indels from human samples, and they're mostly in promoters and enhancers. Carrier frequency of a recessive disease allele across populations.",['population-frequency'],"Hi, we called germline point mutations and a few short indels from human samples, and they're mostly in promoters and enhancers. Whether this recessive disease allele caused the child's condition.",['clinical-interpretation'],"Hi, we called germline point mutations and a few short indels from human samples, and they're mostly in promoters and enhancers.",[],
anal-doma-6,analysis_goal,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""]}","Hi, we called somatic SNVs and small indels from human donors, and they're mostly in coding exons. The aim is frequency lookup across populations.",['population-frequency'],"Hi, we called somatic SNVs and small indels from human donors, and they're mostly in coding exons. Just count how often each allele appears across ancestries.",['population-frequency'],"Hi, we called somatic SNVs and small indels from human donors, and they're mostly in coding exons. Just tell me what each allele does to its transcript.",['basic-consequence'],"Hi, we called somatic SNVs and small indels from human donors, and they're mostly in coding exons.",[],
